集会时间,集会名称,集会口号,集会描述,来源,事件时间,详情描述,激烈程度,事件来源,prefecture_name,district,地址,longitude,latitude,人数,角色
2019-10-13 13:30:00,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.thestandnews.com/politics/不_更新-18-_再_花-示威者聚集多_商_-旺角荃_大埔多人被捕/,2019-10-13 14:00:00,太古城中心、沙田新城市广场、屯门 vcity、大埔超级城、观塘apm等多区商场开始有市民聚集，大多人戴上口罩，高呼「光复香港，时代革命」、「香港人反抗」等口号。,1,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),新界,沙田区,太古城中心、沙田新城市广场、屯门 vcity、大埔超级城、观塘apm等多区商场,114.19244,22.376718,600,示威暴动者
2019-10-13 15:25:00,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.thestandnews.com/politics/不_更新-18-_再_花-示威者聚集多_商_-旺角荃_大埔多人被捕/,2019-10-13 14:00:00,防暴警察于荃湾广场附近追截并制服至少三名黑衣人，有在场市民不满警方做法，双方隔空对骂。,3,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),新界,荃湾区,香港荃湾荃湾广场,114.163825,22.276284,50,警方
2019-10-13 14:30:33,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.thestandnews.com/politics/不_更新-18-_再_花-示威者聚集多_商_-旺角荃_大埔多人被捕/,2019-10-13 14:00:00,沙咀道游乐场对出沙咀道，有黑衣戴面罩人士设路障，但警方在 5 分钟内就赶到，黑衣人随即散去。 另外，有人投掷杂物至港铁沙田站路轨。,3,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),新界,荃湾区,香港荃湾区沙咀道游乐场对出沙咀道,114.163825,22.276284,100,示威暴动者
2019-10-13 14:40:00,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.thestandnews.com/politics/不_更新-18-_再_花-示威者聚集多_商_-旺角荃_大埔多人被捕/,2019-10-13 14:00:00,旺角弥敦道，有黑衣人以杂物长竹设路障，巴士要停下来，未几有警车来到。现场人士迅速跑走，附近部分商_落闸。有多名示威者于撤退期间，遭防暴警察制服并拘捕至少3人。,3,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),九龙半岛,油尖旺区,香港旺角弥敦道,114.163825,22.276284,50,示威暴动者
2019-10-13 14:40:00,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.thestandnews.com/politics/不_更新-18-_再_花-示威者聚集多_商_-旺角荃_大埔多人被捕/,2019-10-13 14:00:00,PopCorn 商_有示威者破_中_商店_品360、_海堂、美心西_等。,3,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),新界,西贡区,香港将军澳PopCorn 商_,113.945933,22.285896,100,示威暴动者
2019-11-13 07:00:20,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.dwnews.com/香港/60156688/1113暴力示威再升级港铁车厢遭纵火图,2019-10-13 14:00:00,太古城中心、沙田新城市__、屯_ vcity、大埔超_城、_塘apm等多_商__始有示威者聚集，大多人戴上口罩，高呼「光_香港，_代革命」、「香港人反抗」等口_。 继11月11日和12日的“三罢”示威后，香港网民连续第三日发起“三罢”示威，13日开始的“晨曦行动”，呼吁全港“十八区开花”。行动于上午7时开始，并预料再度升级。其间，有多个车站、列车及铁路设施受到攻击及恶意破坏。,2,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),新界,屯门区,香港特别行政区屯门区V city,113.978803,22.39242,0,示威暴动者
2019-10-13 17:46:00,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.thestandnews.com/politics/不_更新-18-_再_花-示威者聚集多_商_-旺角荃_大埔多人被捕/,2019-10-13 14:00:00,有人破坏港铁沙田站设施，现场烟雾弥漫，乘客陆续撤走，站内有几名警察戒备。 港铁职员落闸。,3,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),新界,沙田区,香港港铁沙田站,114.19244,22.376718,100,示威暴动者
2019-10-13 15:49:00,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.thestandnews.com/politics/不_更新-18-_再_花-示威者聚集多_商_-旺角荃_大埔多人被捕/,2019-10-13 14:00:00,港铁宣布观塘站关闭，指因应有公众活动进行，为保障乘客及员工的安全，经过风险评估后，现时观塘站需要关闭，列车不停观塘站。另港铁宣布，全_轻铁暂停服务，指有多条轻铁路轨被破坏。,,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),九龙半岛,观塘区,香港观塘区观塘站,114.232567,22.308386,5,政府官员
2019-10-13 16:34:00,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.thestandnews.com/politics/不_更新-18-_再_花-示威者聚集多_商_-旺角荃_大埔多人被捕/,2019-10-13 14:00:00,警方于旺角弥敦道及登打士街交界，出示蓝旗，要求在场人士离开，否则被视为参与非法集结。并制服一名黑衣中年男子，男子被警方压在地上。随后该名男子被带上警车。,3,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),九龙半岛,油尖旺区,香港旺角弥敦道,114.17729,22.294513,40,警方
2019-10-13 15:30:00,“18区开花”行动,“香港人反抗 ”、“我有权戴口罩”,十八区开花是暴动者在各区发起的罢买日活动，后迅速演变为暴动，在各商场进行打砸抢，甚至对警方进行割喉的恶性暴动。,https://www.thestandnews.com/politics/不_更新-18-_再_花-示威者聚集多_商_-旺角荃_大埔多人被捕/,2019-10-13 14:00:00,防暴警察于大埔超级城附近突然快速推进，制服多人，并带走至少两男一女。,3,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),九龙半岛,深水_区,香港深水_区大埔超级城,114.163825,22.276284,40,警方
2019-10-14 12:00:00,医护静坐声援被捕医生,光复香港，时代革命 声援被捕医生,示威者要求警方释放于10月13日逮捕的医生,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),2019-10-14 13:58:00,军澳医院主座地下有大约一百名医护人员静坐，声援被捕的张姓医生。静坐的医护人员大多戴上黑色口罩及系上黑丝带，期间他们高叫口号并合唱《愿荣光归香港》，又展示标语以抗议警方滥捕。院方一度用胶带在地下大堂，围起一个区域让医院职员静坐，其后有示威者想进入但被保安拒绝，惹来不满，最终保安容许示威者进入静坐区。,1,https://hk.on.cc/hk/bkn/cnt/news/20191014/bkn-20191014135802653-1014_00822_001.html,新界,西贡区,香港新界将军澳医院,114.03357,22.439883,100,示威暴动者
2019-10-16 19:00:00,岑子杰遇袭,-,民间人权阵线召集人岑子杰在旺角鸦兰里被数名人士以铁槌袭击,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),2019-10-16 19:00:00,民间人权阵线召集人岑子杰在旺角鸦兰里被数名人士以铁槌袭击，头部流血，其后被送往广华医院治理。当岑子杰遇袭时，有途经的市民想救他，但被凶徒持刀阻吓而未能成功，而凶徒在施袭后很快便乘车离开。这次是岑子杰在两个月内第二次遇袭，他在8月29日亦曾被两名手持垒球棍及铁通的蒙面男子袭击，但当时他并未受伤,2,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),九龙半岛,油尖旺区,香港旺角鸦兰里,114.19244,22.376718,10,示威暴动者
2019-10-18 12:00:00,五区快闪游行,五大诉求，缺一不可   反对蒙面法,示威者于午饭时间于中环、尖沙嘴、旺角、深水_、葵芳及观塘快闪集会和游行，反对禁蒙面法和悼念早前死亡的陈彦霖。各区均有数百人聚集，多人戴上口罩或面具。,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),2019-10-17 12:00:00,有示威者发起午饭时间于中环、尖沙嘴、旺角、深水_、葵芳及观塘快闪集会和游行，反对禁蒙面法和悼念早前死亡的陈彦霖。各区均有数百人聚集，多人戴上口罩或面具。,1,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),香港岛,中西区,中环、尖沙嘴、旺角、深水_、葵芳及观塘,114.170029,22.277348,600,示威暴动者
2019-10-18 12:10:00,五区快闪游行,五大诉求，缺一不可   反对蒙面法,示威者于午饭时间于中环、尖沙嘴、旺角、深水_、葵芳及观塘快闪集会和游行，反对禁蒙面法和悼念早前死亡的陈彦霖。各区均有数百人聚集，多人戴上口罩或面具。,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),2019-10-17 12:00:00,警方一度于遮打花园举起黄旗警告在场人士违法。,1,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),香港岛,中西区,香港特别行政区中西区遮打花园,114.166221,22.277701,20,警方
2019-10-18 12:00:00,屯门医院静坐,-,过百名示威者于屯门医院静坐抗议,https://news.rthk.hk/rthk/ch/component/k2/1486939-20191018.htm,2019-10-18 12:00:00,过百名示威者于屯门医院静坐抗议，不满早前有防暴警员持枪进入医院和有男警员进入产房，认为警方侵犯病人隐私和权益。,,https://news.rthk.hk/rthk/ch/component/k2/1486939-20191018.htm,新界,屯门区,香港屯门屯门医院外,113.978197,22.393463,100,示威暴动者
2019-10-18 17:00:00,面具人链活动[,五大诉求，缺一不可  反对禁蒙面法,示威者发起晚上7时于全港各区集合，举行“和你拖·面具人链”活动，戴上面具组成人链，抗议禁蒙面法。,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),2019-10-18 17:00:00,有示威者发起晚上7时于全港各区集合，举行“和你拖·面具人链”活动，戴上面具组成人链，抗议禁蒙面法。各区有多人戴上口罩或小熊维尼、V煞、政治人物头像等各式面具响应。各区人链至晚上约9时和平散去。,1,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),香港岛,中西区,香港各区,114.156828,22.457401,500,示威暴动者
2019-10-19 17:30:35,大埔派发游行传单期间遇袭,-,香港大埔一名示威者被袭,https://today.line.me/hk/pc/article/19+_青年大埔__隧道派__遇_%E3%80%80腹部中刀重___%E3%80%8022+_刀手被捕-pQOZkG,2019-10-19 17:32:45,大埔连侬隧道有 19 岁青年派发 10月20日示威传单期间，与一名男子因政见问题争执，被人用约长 20 厘米的生果刀刺向颈部及腹部，腹部伤口见肠，送院时清醒。,4,https://today.line.me/hk/pc/article/19+_青年大埔__隧道派__遇_%E3%80%80腹部中刀重___%E3%80%8022+_刀手被捕-pQOZkG,新界,大埔区,香港大埔连侬隧道,114.180615,22.278314,10,示威暴动者
2019-10-19 19:00:00,国际人道救援祈祷会,五大诉求，缺一不可,有示威者发起于中环爱丁堡广场举行国际人道救援祈祷会。,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),2019-10-19 19:00:00,晚上7时，有示威者发起于中环爱丁堡广场举行国际人道救援祈祷会。牧师带领在场人士祈祷和分享，大会亦播放有关反对逃犯条例修订草案运动的片段，并以中文，英文，日文等多国语言朗读国际人道救援宣言。最后，在场人士用手机灯打出三短、三长、三短的摩斯电码，向国际发出求救信号和寻求人道救援。,1,https://zh.wikipedia.org/wiki/反_逃犯_例修_草案___程_(2019年10月),香港岛,中西区,香港中环爱丁堡广场,114.1665,22.279561,1300,示威暴动者
2020-04-12 23:01:36,九龙区大游行,重组警队 五大诉求，缺一不可,游行最终演化为暴乱,https://www.thestandnews.com/politics/不_更新-10-20-九__行-未出_警已__旗警告-尖沙咀-柯士甸站__/,2019-10-20 13:00:00,政府新闻处深夜发稿，强烈谴责有蒙面暴徒在九龙各区堵路及肆意进行破坏。政府声明指，暴徒的行为无法无天，严重破坏社会秩序，罔顾他人安全、权利和需要，极不负责任，特区政府予以强烈谴责。政府强调，警方定必严正执法，恢复社会秩序。,,http://hao.qq.com/?unc=o400493_1&s=2&s=o400493_1,香港岛,中西区,香港政府,114.240507,22.27895,10,政府官员
